index,symbol,cluster,d0,d7,d12,d19,d26,d33,d49,d63,d77
129,NRXN1,3,-0.614203552526,1.645720646,0.204259984245,-1.00556937025,-0.651886803919,-0.948200643438,-0.48973675246,0.396659134535,1.46295735782
130,OTX2,3,-1.85219532748,2.00167097826,-0.253712965415,-0.302847743997,-0.242487136423,-0.242167101711,0.176540266406,0.324188961854,0.391010068502
131,PARP11,3,-1.68842304662,0.87889026787,0.901891167286,0.0526103478937,0.804735048157,1.02526303654,-0.0464986033586,-0.973832049546,-0.954636168222
132,PAX6,3,-2.04674594329,0.906387152823,1.07319187307,0.573547331392,0.58561896596,0.40877580863,-0.111402924774,-0.797059333116,-0.592312930696
133,PGAP1,3,-1.30752701958,2.00263737458,0.782517842058,-0.565571379159,-0.693674076438,-0.850130170468,0.126429159418,0.25760083217,0.247717437419
134,TAF1A,3,-0.464734312891,1.24896948395,1.73500242672,0.416527333764,-0.163806602197,0.157305600696,-0.783799725441,-0.881759833511,-1.2637043711
135,TUBGCP6,3,-1.42362786306,0.81408750179,-0.0110368032398,0.360937888631,1.59186992576,-1.2971358034,0.115471148057,-0.760435344593,0.609869350051
136,ZEB2,3,-1.01396716581,2.06767485925,1.12198855655,0.329687303169,-0.301694336438,-0.454504606929,-0.580230989292,-0.660473617603,-0.508480002896
137,ZIC2,3,-1.96947854937,0.821574032076,0.219908841213,0.181179365779,1.05646199055,0.906306908117,0.351297003305,-0.588772136948,-0.978477454717
138,AKT3,4,-1.88188084177,-1.40488858862,-0.222200410811,0.254444385907,0.530174602011,0.88612323154,0.952080813199,0.494610452771,0.391536355779
139,ALDH18A1,4,0.824959105937,-1.01186553355,-0.95202104532,-0.290740953126,-0.015187737598,2.20454815529,0.13585959751,-0.336042066519,-0.559509522631
140,CDK6,4,-0.859823026125,-2.08902932325,1.33427850469,0.120289717918,-0.0162009302229,0.0474970980669,0.975062289657,0.122325127745,0.365600541525
141,CNTN4,4,-2.12463694778,-0.887595012769,-0.0151455959715,-0.0190492924462,0.231742594645,0.295923950718,0.385819518531,0.808933835118,1.32400694996
142,COG3,4,-1.28432260652,-0.468995020007,-0.905297881161,-0.0409200984944,0.272605423902,2.22554681613,0.484691229896,-0.0829564174729,-0.200351446277
143,COG6,4,-1.47805937985,-0.897802860909,-0.568312954751,0.490635823467,0.324519947086,2.02591793099,0.298180040221,0.155434590768,-0.350513137019
144,COX8C,4,-1.95990577931,0.103823895389,-1.44689935148,0.801865951123,0.427846951526,0.801489517739,0.457077971078,0.256924804311,0.557776039629
